,status,type_of_publication,year,title,authors,item_info,url_text,url_code,url_slides,url_youtube
1,Published,Article,2023,"Relative abundance of mammalian fauna of
Chitral Gol National Park, Pakistan","Younis, M., Ullah, S., Bari, F., Asif, M., Ilyas, M., Rauf, M., Rehman, E. U., Noor, R., Arif, M., & Nawaz, M. A.",Pakistan Journal of Zoology,https://dx.doi.org/10.17582/journal.pjz/20190524060510,NA,NA,NA
